lat,lon,depth
35.15735629143287,139.59933273456426,22.791
35.15736527458571,139.59935471150376,22.781
35.15743713980844,139.59910197669961,23.405
35.15739222404423,139.59920087292733,23.135
35.15739222404423,139.59921186139707,23.135
35.15750002187833,139.59920087292733,23.291
35.15744612296128,139.59928878068527,23.197
35.157401207197076,139.5993656999735,22.76
35.157410190349914,139.5993656999735,22.906
35.15741917350276,139.59937668844324,23.104
35.1574281566556,139.59939866538272,23.156
35.157464089266966,139.59929976915504,23.114
35.157473072419805,139.59929976915504,23.301
35.15751798818401,139.59923383833654,23.312
35.157509005031166,139.59937668844324,23.343
35.157509005031166,139.59939866538272,23.249
35.157509005031166,139.5994426192617,23.187
35.157509005031166,139.5994645962012,23.145
35.157509005031166,139.5994865731407,22.9945
35.15751798818401,139.5994865731407,23.01
35.15750002187833,139.59953052701968,22.625
35.157509005031166,139.59949756161043,22.781
35.15752697133685,139.59949756161043,22.895
35.157544937642534,139.59949756161043,23.093
35.15743713980844,139.5996404117171,22.177
35.15744612296128,139.59961843477762,22.0
35.15745510611412,139.59960744630789,21.865
35.157464089266966,139.59959645783815,21.959
35.15731137566866,139.59980523876328,21.1785
35.1573203588215,139.5997832618238,21.428
35.15731137566866,139.6000799505069,17.983
35.15731137566866,139.60011291591613,17.328
35.15755392079537,139.59935471150376,23.156
35.157580870253895,139.59939866538272,23.291
35.15769765124083,139.5995634924289,23.197
35.157706634393676,139.59958546936838,22.916
35.15759883655958,139.59972831947508,21.324
35.157607819712425,139.59972831947508,21.241
35.157607819712425,139.59975029641456,21.303
35.1576257860181,139.5997612848843,21.74
35.15772460069936,139.59959645783815,22.438
35.15781443222777,139.59975029641456,22.052
35.15790426375618,139.5996623886566,21.771
35.15790426375618,139.59967337712635,21.667
35.15789528060334,139.59969535406583,21.360500000000002
35.15789528060334,139.59971733100534,21.813
35.15789528060334,139.59975029641456,21.678
35.15789528060334,139.5997612848843,21.699
35.15772460069936,139.59981622723302,20.512
35.157706634393676,139.59992611193047,19.482
35.157715617546515,139.59987116958175,20.897
35.157715617546515,139.59991512346073,19.617
35.15772460069936,139.59991512346073,19.7
35.15768866808799,139.59995907733972,18.837
35.15769765124083,139.59994808886998,19.18
35.157679684935154,139.6000799505069,15.33
35.157679684935154,139.6001019274464,14.736
35.15776951646356,139.59991512346073,20.096
35.157778499616406,139.59988215805149,20.439
35.15779646592209,139.59991512346073,20.127
35.15780994065135,139.59990962922586,20.377
35.15790426375618,139.5997832618238,21.678
35.15790426375618,139.59980523876328,21.449
35.15783239853345,139.59991512346073,20.158
35.157841381686296,139.59992611193047,20.106
35.157850364839135,139.59992611193047,19.909
35.15789528060334,139.599904134991,20.533
35.15787731429766,139.59995907733972,19.576
35.157886297450496,139.59995907733972,19.086
35.157886297450496,139.5999810542792,18.545
35.15790426375618,139.59999204274894,17.671
35.15801206159028,139.59969535406583,21.001
35.15804799420164,139.59980523876328,16.703
35.158083926813006,139.59987116958175,17.983
35.158083926813006,139.59988215805149,17.786
35.15797612897891,139.60000303121868,15.049
35.157985112131755,139.60002500815818,15.059
35.15799409528459,139.60003599662792,14.487
35.1580390110488,139.60011291591613,11.011
35.15804799420164,139.60011291591613,10.511
35.158092909965845,139.599904134991,17.463
35.15810189311869,139.59991512346073,17.265
35.15811087627153,139.59992611193047,17.369
35.15813782573005,139.60000303121868,15.673
35.158155792035735,139.60002500815818,14.809
35.158155792035735,139.60003599662792,14.382
35.1581468088829,139.60011291591613,5.859
35.15817375834142,139.60004698509766,14.382
35.15818274149426,139.6000799505069,10.511
35.1581917246471,139.6000799505069,9.918
35.15820969095278,139.6000799505069,10.012
35.15825460671699,139.60006896203717,14.976
35.15735629143287,139.60033268531103,8.971
35.15736527458571,139.60033268531103,8.232
35.157509005031166,139.6002777429623,8.96
35.15751798818401,139.6002777429623,8.971
35.15752697133685,139.6002777429623,8.846
35.157544937642534,139.6002777429623,8.773
35.15743713980844,139.60031070837155,7.41
35.15752697133685,139.60146449769474,7.337
35.15752697133685,139.60147548616447,7.233
35.157544937642534,139.60143153228552,7.493
35.157679684935154,139.60013489285564,13.8465
35.157679684935154,139.60026675449257,9.616
35.15768866808799,139.6002447775531,9.876
35.157706634393676,139.6002447775531,10.251
35.157715617546515,139.6002447775531,10.324
35.15768866808799,139.6003986161295,9.293
35.15769765124083,139.60043158153874,9.907
35.15769765124083,139.60045355847822,10.428
35.157706634393676,139.6004755354177,10.782
35.15779646592209,139.6002447775531,12.093
35.15781443222777,139.6002447775531,11.978
35.15787731429766,139.6002777429623,10.553
35.157886297450496,139.60029971990178,10.584
35.15789528060334,139.60029971990178,10.313
35.157706634393676,139.60056344317567,10.272
35.157706634393676,139.6005744316454,10.095
35.157706634393676,139.6005964085849,10.053
35.157679684935154,139.6007722241008,13.269
35.157679684935154,139.60080518951006,14.216
35.15768866808799,139.60068431634286,10.688
35.15768866808799,139.6006953048126,11.083
35.15806596050732,139.60013489285564,10.001
35.158056977354484,139.6003546622505,8.607
35.15806596050732,139.60036565072028,8.992
35.15807494366016,139.60036565072028,9.356
35.15820070779994,139.60016785826485,6.858
35.158218674105626,139.6002008236741,6.702
35.1581468088829,139.6003986161295,11.656
35.158164775188574,139.6003986161295,11.791
35.15818274149426,139.6003986161295,12.103
35.1581917246471,139.6003986161295,12.832
35.15820070779994,139.6003986161295,12.936
35.15824562356415,139.60045355847822,13.29
35.15825460671699,139.60046454694796,13.206
35.15825460671699,139.6004755354177,13.144
35.158263589869826,139.6004755354177,13.404
35.15766171862947,139.60088210879826,13.737
35.15766171862947,139.60089309726803,13.498
35.15767070178231,139.60086013185878,14.122
35.15765273547663,139.60100298196545,12.509
35.15765273547663,139.60101397043522,12.27
35.15766171862947,139.60097001655623,12.686
35.15766171862947,139.60098100502597,12.603
35.15765273547663,139.6010359473747,11.989
35.157607819712425,139.6012337398301,9.491
35.157607819712425,139.60124472829983,9.012
35.15833545509256,139.60011291591613,12.655
35.15844325292665,139.59995907733972,7.441
35.1584522360795,139.59995907733972,7.025
35.158470202385175,139.60002500815818,7.316000000000001
35.15847918553802,139.60011291591613,13.467
35.1584971518437,139.6000799505069,12.062
35.15850613499654,139.6001019274464,11.947
35.15850613499654,139.60011291591613,12.301
35.15861393283063,139.60011291591613,11.437
35.15862291598348,139.6000799505069,11.812
35.15862291598348,139.6001019274464,11.469
35.15863189913632,139.60006896203717,10.709
35.1588025790403,139.59972831947508,18.4
35.158973258944286,139.59953052701968,22.916
35.158982242097125,139.59949756161043,23.187
35.158982242097125,139.5995195385499,23.208
35.15886546111019,139.59967337712635,20.138
35.15888342741587,139.59967337712635,20.273
35.15890139372156,139.59967337712635,20.918
35.15890139372156,139.5997612848843,20.491
35.15892834318008,139.59960744630789,22.115
35.158775629581775,139.5997832618238,20.013
35.158775629581775,139.59980523876328,20.117
35.158811562193144,139.599904134991,18.441
35.158703764359046,139.60011291591613,13.092
35.15872173066473,139.6001019274464,12.8265
35.15872173066473,139.60011291591613,13.373
35.158811562193144,139.60002500815818,14.861
35.15875766327609,139.60006896203717,12.821
35.15876664642894,139.60006896203717,12.988
35.158775629581775,139.60004698509766,13.269
35.1588025790403,139.6000799505069,15.787
35.15878461273462,139.60011291591613,15.798
35.15885647795735,139.59980523876328,19.872
35.15885647795735,139.59984919264227,14.403
35.15887444426303,139.5997832618238,19.274
35.15886995268661,139.59980523876328,19.631611111111113
35.15889241056871,139.5997832618238,19.90547222222222
35.15889241056871,139.59980523876328,19.42532962962963
35.15889690214513,139.59981622723302,16.555
35.1588901647805,139.59984095128996,17.980875
35.158847494804505,139.59987116958175,14.31
35.158847494804505,139.59988215805149,15.950333333333333
35.15885647795735,139.59987116958175,18.972
35.15885647795735,139.59988215805149,15.767
35.158847494804505,139.599904134991,13.873
35.158847494804505,139.59991512346073,17.702
35.15885647795735,139.59991512346073,16.0425
35.15888342741587,139.59987116958175,18.951
35.15890139372156,139.59990962922586,15.568999999999999
35.15888791899229,139.59992611193047,15.40475
35.158910376874395,139.59980523876328,20.226
35.15894630948576,139.59983820417253,19.2635
35.158986733673544,139.59984919264227,16.542
35.15894630948576,139.59991512346073,17.505
35.158982242097125,139.59987116958175,20.314500000000002
35.15899122524996,139.59988215805149,21.293
35.15896427579144,139.59992611193047,17.629
35.158973258944286,139.599904134991,16.381
35.158982242097125,139.599904134991,16.443
35.158851986380924,139.59995358310485,15.19175
35.158847494804505,139.59999204274894,15.465
35.15882952849883,139.60002500815818,15.988666666666667
35.15884749480451,139.60000303121868,15.808285714285715
35.158847494804505,139.60002775527562,15.17875
35.15890139372156,139.59994808886998,14.965
35.15890139372156,139.59999204274894,16.381
35.15890139372156,139.60000303121868,16.266
35.15890139372156,139.60003599662792,17.338
35.158847494804505,139.60004698509766,14.049
35.158847494804505,139.60006896203717,13.883
35.158847494804505,139.6001019274464,14.206
35.15885647795735,139.60011291591613,14.32
35.15886546111019,139.60011291591613,14.809
35.15888342741587,139.60011291591613,14.965
35.15889241056871,139.60011291591613,15.444
35.15890139372156,139.60011291591613,15.704
35.15892834318008,139.59994808886998,15.173
35.15894630948576,139.59995907733972,16.547
35.158910376874395,139.60003599662792,17.432
35.158919360027234,139.60002500815818,16.256
35.15892834318008,139.60002500815818,16.302500000000002
35.15894630948576,139.60003599662792,16.318
35.15899122524996,139.59995907733972,18.701
35.158986733673544,139.59999204274894,18.514
35.158919360027234,139.60006896203717,18.15
35.15892834318008,139.6000799505069,17.64
35.15892834318008,139.6001019274464,17.14
35.15892834318008,139.60011291591613,17.38
35.15916190515395,139.59932174609452,29.233
35.15917088830679,139.59932174609452,29.348
35.15927868614089,139.59921186139707,29.806
35.1592607198352,139.59923383833654,29.785
35.15934156821077,139.5992668037458,29.899
35.159350551363616,139.5992668037458,29.847
35.15938648397498,139.59935471150376,29.66
35.15939546712782,139.5993656999735,29.743
35.15939546712782,139.59937668844324,29.535
35.15940445028066,139.59939866538272,29.555999999999997
35.15968292801874,139.59939866538272,29.931
35.15970089432442,139.59939866538272,30.055
35.15970987747726,139.59939866538272,29.879
35.15907207362554,139.59943163079197,29.16
35.15909003993122,139.59940965385246,29.192
35.15909902308406,139.59940965385246,29.181
35.15909902308406,139.59972831947508,25.622
35.15924275352952,139.59972831947508,27.797
35.1592607198352,139.59972831947508,27.735
35.15933258505793,139.59967337712635,28.193
35.15934156821077,139.5996623886566,28.151
35.159350551363616,139.5996623886566,28.203
35.15931461875225,139.59969535406583,28.203
35.159081056778376,139.59983820417253,21.532
35.15903614101417,139.59988215805149,19.513
35.15902715786133,139.599904134991,21.147
35.15903614101417,139.599904134991,21.147
35.15903614101417,139.59991512346073,20.6265
35.15903614101417,139.59992611193047,20.242
35.15906309047269,139.59987116958175,20.314
35.15906309047269,139.59988215805149,20.158
35.15907207362554,139.59987116958175,20.741
35.159081056778376,139.59988215805149,22.76
35.159054107319854,139.59991512346073,21.298000000000002
35.159054107319854,139.59992611193047,21.792
35.15907207362553,139.59990853037888,21.702800000000003
35.15907207362554,139.59992611193047,22.4635
35.15909902308406,139.59980523876328,22.791
35.15909003993122,139.59981622723302,22.656
35.159116989389744,139.59984919264227,23.7075
35.15912597254258,139.59983820417253,24.144
35.15914393884827,139.59980523876328,25.653
35.159152922001105,139.59980523876328,26.2515
35.15917088830679,139.5997832618238,27.141
35.15909902308406,139.59988215805149,22.729
35.1591080062369,139.59987116958175,23.197
35.159119983774026,139.5999114606375,23.863166666666668
35.1591080062369,139.59992611193047,24.977
35.15916639673037,139.59991512346073,25.0965
35.15903614101417,139.5999810542792,19.794
35.15902715786133,139.60000303121868,21.142000000000003
35.159054107319854,139.5999810542792,20.273
35.15906309047269,139.59999204274894,20.408
35.15907207362554,139.59999204274894,20.72
35.159081056778376,139.59994808886998,22.469
35.159081056778376,139.60002500815818,24.352
35.15909902308406,139.59999204274894,21.355
35.1591080062369,139.59995907733972,24.696
35.159116989389744,139.59999204274894,21.886
35.15912597254258,139.59995907733972,25.185
35.159116989389744,139.60000303121868,22.573
35.15912597254258,139.60000303121868,22.937
35.15914393884827,139.5999810542792,25.674
35.15916190515395,139.59995907733972,26.236
35.15917088830679,139.59995907733972,26.132
35.15913495569543,139.60000303121868,23.561
35.159152922001105,139.60002500815818,23.79
35.15916190515395,139.60000303121868,24.207
35.15917987145963,139.59991512346073,25.1695
35.15917987145963,139.5997832618238,27.037
35.15917987145963,139.59991512346073,25.1695
35.159188854612474,139.59991512346073,26.236
35.159215804070996,139.60002500815818,25.8825
35.15923377037668,139.59999204274894,26.153
35.15925622825878,139.60002500815818,26.0485
35.159422416586345,139.5994645962012,29.545
35.159431399739184,139.5994645962012,29.233
35.159431399739184,139.5994865731407,28.988500000000002
35.1594134334335,139.5995634924289,28.682
35.159431399739184,139.59953052701968,28.931
35.15944038289203,139.59949756161043,29.088
35.15944038289203,139.5995195385499,28.837666666666667
35.159530214420435,139.5994426192617,29.275
35.15951224811476,139.5994645962012,29.254
35.1595212312676,139.5994645962012,28.952
35.159458349197706,139.59958546936838,28.869
35.15939546712782,139.59959645783815,28.39
35.15947631550339,139.5996623886566,28.557
35.15947631550339,139.59967337712635,28.609
35.159494281809074,139.59975029641456,27.891
35.159593096490326,139.59943163079197,29.733
35.15961106279601,139.59943163079197,29.504
35.15962004594885,139.59943163079197,29.483
35.159629029101694,139.59943163079197,29.483
35.15964699540737,139.59940965385246,29.389
35.15965597856022,139.59940965385246,29.702
35.159673944865894,139.59940965385246,29.879
35.1595212312676,139.59988215805149,27.495
35.159530214420435,139.599904134991,27.792
35.15953919757328,139.59991512346073,27.703
35.15953919757328,139.59992611193047,27.808
35.159602079643165,139.60003599662792,27.464
35.15961106279601,139.60004698509766,27.568
35.15961106279601,139.60006896203717,27.318
35.15964699540737,139.60011291591613,27.1
35.1584522360795,139.60015686979511,10.855
35.15851511814938,139.60013489285564,12.665
35.15850613499654,139.60018983520436,11.998999999999999
35.15852410130223,139.6002008236741,13.175
35.158533084455065,139.60022280061358,13.977
35.158542067607904,139.60022280061358,14.164
35.15850613499654,139.6002777429623,14.195
35.15850613499654,139.60029971990178,14.018
35.15862291598348,139.60013489285564,11.5725
35.15855105076075,139.60023378908332,14.278
35.15856003391359,139.6002447775531,14.32
35.15856901706643,139.60026675449257,14.924
35.15856901706643,139.6002777429623,15.236
35.15863189913632,139.60036565072028,17.838
35.15827257302267,139.6004975123572,13.821
35.15828155617551,139.60050850082695,13.789
35.15828155617551,139.6005194892967,14.049
35.158290539328355,139.6005414662362,14.143
35.1588025790403,139.60013489285564,15.242666666666667
35.15879359588746,139.60015686979511,15.3975
35.158775629581775,139.60018983520436,15.846666666666666
35.158775629581775,139.6002008236741,14.996
35.158811562193144,139.6002447775531,17.91
35.158703764359046,139.60034367378077,17.609
35.15872173066473,139.60034367378077,18.629
35.15872173066473,139.6003546622505,18.67
35.158703764359046,139.60043158153874,18.805500000000002
35.158703764359046,139.6004755354177,19.367
35.15871274751189,139.60045355847822,19.128
35.15872173066473,139.60046454694796,19.003
35.15872173066473,139.6004755354177,19.5135
35.15873071381757,139.60033268531103,17.723
35.158739696970414,139.60031070837155,17.286
35.158739696970414,139.60033268531103,17.192
35.15889690214513,139.60013489285564,16.340833333333336
35.15887444426303,139.60018983520436,15.205
35.15887444426303,139.6002008236741,16.495
35.15888342741587,139.60018983520436,15.361
35.15886546111019,139.60022280061358,17.015
35.15886546111019,139.60023378908332,18.566
35.15894630948576,139.60016236402998,17.978
35.158919360027234,139.6002008236741,20.2675
35.15892834318008,139.6002008236741,21.043
35.15894630948576,139.6002008236741,20.533
35.15896427579144,139.60016785826485,17.64
35.15899122524996,139.6002008236741,19.232
35.15894630948576,139.60022280061358,20.585
35.15893732633292,139.60029971990178,22.125
35.15894630948576,139.60026675449257,21.969
35.15894630948576,139.6002777429623,22.188
35.158977750520705,139.60023378908332,22.073
35.158982242097125,139.6002447775531,21.907
35.1589552926386,139.60026675449257,22.104
35.15896427579144,139.60029971990178,20.908
35.158973258944286,139.6002777429623,20.897
35.158982242097125,139.60026675449257,21.522
35.15887444426303,139.60038762765976,21.969
35.15888342741587,139.6003986161295,22.146
35.15886546111019,139.60046454694796,22.292
35.15889241056871,139.600420593069,22.802
35.15890139372156,139.60043158153874,22.947
35.15892834318008,139.60033268531103,22.198
35.15892834318008,139.60034367378077,22.24
35.15893732633292,139.60031070837155,22.146
35.158919360027234,139.60036565072028,20.648
35.158919360027234,139.60038762765976,20.887
35.15894630948576,139.6003546622505,21.209
35.15894630948576,139.60036565072028,21.397
35.1589552926386,139.60034367378077,21.064
35.15896427579144,139.60033268531103,21.262
35.15896427579144,139.60038762765976,21.933
35.158982242097125,139.60038762765976,22.0315
35.15899122524996,139.6003986161295,22.021
35.15892834318008,139.60043158153874,22.989
35.15893732633292,139.60043158153874,23.156
35.15894630948576,139.60043158153874,23.28
35.158919360027234,139.6004755354177,23.228
35.15892834318008,139.60045355847822,22.802
35.15893732633292,139.6004755354177,23.333
35.15896427579144,139.60043158153874,23.374
35.158982242097125,139.60043158153874,23.395
35.15899122524996,139.60043158153874,23.385
35.1588025790403,139.60050850082695,20.981
35.158811562193144,139.60050850082695,21.303
35.15876664642894,139.60065135093362,20.398
35.15876664642894,139.60066233940339,20.398
35.15876664642894,139.6007392586916,20.512
35.15876664642894,139.60075024716133,20.325
35.158775629581775,139.60084914338904,20.648
35.1589552926386,139.6005194892967,23.228
35.15896427579144,139.6005414662362,23.156
35.158973258944286,139.60056344317567,23.197
35.158982242097125,139.60056344317567,23.26
35.1588025790403,139.60102495890496,20.325
35.1588025790403,139.60110187819316,20.106
35.1588025790403,139.60112385513264,20.346
35.1588025790403,139.6011348436024,20.2
35.1588025790403,139.60128868217882,19.2845
35.158811562193144,139.60129967064856,18.899
35.158811562193144,139.60132164758807,18.868
35.158811562193144,139.6013326360578,18.452
35.15882054534598,139.6013326360578,18.254
35.15882054534598,139.60135461299728,18.233
35.15882054534598,139.6013765899368,17.869
35.15882054534598,139.60139856687627,17.421
35.15882054534598,139.601409555346,17.296
35.15882054534598,139.60144252075526,20.533
35.15885647795735,139.6015524054527,20.314
35.159054107319854,139.6002447775531,21.647
35.15907207362554,139.6002447775531,22.365
35.159081056778376,139.6002447775531,23.312
35.15913495569543,139.60026675449257,24.394
35.15907207362554,139.60043158153874,22.479
35.159081056778376,139.600420593069,23.978
35.159081056778376,139.60045355847822,22.2605
35.159116989389744,139.600420593069,24.394
35.15912597254258,139.600420593069,24.384
35.15914393884827,139.600420593069,24.529
35.159152922001105,139.600420593069,24.675
35.15916190515395,139.600420593069,24.404
35.15917088830679,139.600420593069,24.477
35.15923377037668,139.6003986161295,24.581
35.15925173668236,139.6003986161295,24.717
35.15926970298804,139.6003986161295,24.623
